date,ticker,action,price
2018-06-21,RELIANCE,BUY,464.01663387
2018-06-21,TCS,BUY,1819.35
2018-06-21,HDFCBANK,BUY,1028.80005
2018-06-21,INFY,BUY,623.275
2018-06-21,BAJFINANCE,BUY,2257.45
2018-06-22,HINDUNILVR,BUY,1608.1
2018-06-22,SBIN,BUY,273.04999
2018-06-26,RELIANCE,SELL,440.18517212
2018-06-27,SBIN,SELL,261.70001
2018-07-02,INFY,SELL,667.35
2018-07-03,INFY,BUY,676.875
2018-07-05,INFY,SELL,642.0
2018-07-06,INFY,BUY,642.125
2018-07-09,RELIANCE,BUY,448.34631169
2018-07-11,TCS,SELL,1979.9
2018-07-11,HINDUNILVR,SELL,1718.15
2018-07-12,RELIANCE,SELL,486.02701638
2018-07-12,TCS,BUY,1973.0
2018-07-12,HINDUNILVR,BUY,1742.35
2018-07-12,BAJFINANCE,SELL,2417.2
2018-07-13,RELIANCE,BUY,495.06498754
2018-07-13,BAJFINANCE,BUY,2474.0
2018-07-17,HINDUNILVR,SELL,1681.7
2018-07-19,HDFCBANK,SELL,1094.92505
2018-07-20,HDFCBANK,BUY,1094.525
2018-07-20,SBIN,BUY,261.5
2018-07-20,BAJFINANCE,SELL,2721.3501
2018-07-23,HINDUNILVR,BUY,1689.65
2018-07-23,ITC,BUY,268.21965416
2018-07-23,SBIN,SELL,266.35001
2018-07-23,BAJFINANCE,BUY,2755.8
2018-07-24,INFY,SELL,688.575
2018-07-24,SBIN,BUY,266.85001
2018-07-25,INFY,BUY,691.875
2018-07-26,SBIN,SELL,287.70001
2018-07-27,ITC,SELL,285.5880927
2018-07-27,SBIN,BUY,286.75
2018-07-30,ITC,BUY,284.17218738
2018-07-31,RELIANCE,SELL,533.2852636
2018-08-01,RELIANCE,BUY,536.14054304
2018-08-03,HDFCBANK,SELL,1060.82495
2018-08-06,SBIN,SELL,308.5
2018-08-07,SBIN,BUY,304.04999
2018-08-09,ICICIBANK,BUY,333.0
2018-08-13,SBIN,SELL,294.14999
2018-08-14,SBIN,BUY,294.89999
2018-08-23,RELIANCE,SELL,570.80858168
2018-08-24,RELIANCE,BUY,574.42826665
2018-08-27,HINDUNILVR,SELL,1792.3
2018-08-27,BAJFINANCE,SELL,2950.75
2018-08-28,HINDUNILVR,BUY,1771.2
2018-08-28,BAJFINANCE,BUY,2932.6001
2018-08-30,ITC,SELL,301.91821955
2018-08-31,ITC,BUY,301.91821955
2018-09-03,RELIANCE,SELL,552.68767433
2018-09-03,HINDUNILVR,SELL,1699.1
2018-09-03,BAJFINANCE,SELL,2724.05
2018-09-04,RELIANCE,BUY,558.44319825
2018-09-04,TCS,SELL,2098.8999
2018-09-04,INFY,SELL,737.15002
2018-09-04,ITC,SELL,292.24286656
2018-09-05,TCS,BUY,2079.25
2018-09-05,INFY,BUY,729.90002
2018-09-05,ITC,BUY,292.85641609
2018-09-10,SBIN,SELL,284.85001
2018-09-11,ITC,SELL,280.53804928
2018-09-12,ICICIBANK,SELL,322.89999
2018-09-12,BHARTIARTL,BUY,339.44144542
2018-09-21,INFY,SELL,705.29999
2018-09-24,BHARTIARTL,SELL,320.96905507
2018-09-25,INFY,BUY,726.20001
2018-10-01,TCS,SELL,2255.55
2018-10-03,TCS,BUY,2162.8501
2018-10-04,RELIANCE,SELL,504.62005655
2018-10-04,TCS,SELL,2064.8
2018-10-10,ICICIBANK,BUY,319.85001
2018-10-10,INFY,SELL,700.45001
2018-10-11,ICICIBANK,SELL,311.70001
2018-10-12,ICICIBANK,BUY,319.39999
2018-10-15,ICICIBANK,SELL,313.35001
2018-10-16,ICICIBANK,BUY,320.64999
2018-10-19,ITC,BUY,273.22253849
2018-10-22,ITC,SELL,272.32578901
2018-10-29,ICICIBANK,SELL,349.39999
2018-10-30,ICICIBANK,BUY,345.70001
2018-10-31,INFY,BUY,686.40002
2018-11-01,INFY,SELL,667.0
2018-11-14,ICICIBANK,SELL,366.60001
2018-11-15,ICICIBANK,BUY,370.0
2018-11-20,ICICIBANK,SELL,357.89999
2018-11-21,ICICIBANK,BUY,356.75
2018-11-22,SBIN,BUY,282.70001
2018-11-27,HINDUNILVR,BUY,1733.3
2018-12-05,HINDUNILVR,SELL,1848.1
2018-12-06,HINDUNILVR,BUY,1801.5
2018-12-10,SBIN,SELL,274.20001
2018-12-11,HDFCBANK,BUY,1029.775
2018-12-11,ICICIBANK,SELL,342.79999
2018-12-12,SBIN,BUY,285.25
2018-12-17,ICICIBANK,BUY,358.45001
2018-12-26,BAJFINANCE,BUY,2567.3999
2019-01-08,ICICIBANK,SELL,380.14999
2019-01-08,SBIN,SELL,305.29999
2019-01-09,ICICIBANK,BUY,382.25
2019-01-09,SBIN,BUY,305.29999
2019-01-18,HINDUNILVR,SELL,1744.1
2019-01-18,SBIN,SELL,294.95001
2019-01-22,ICICIBANK,SELL,369.04999
2019-01-22,INFY,BUY,745.34998
2019-01-25,RELIANCE,BUY,560.26428199
2019-01-28,BAJFINANCE,SELL,2458.5
2019-01-30,RELIANCE,SELL,537.64687157
2019-01-30,HDFCBANK,SELL,1017.35
2019-01-30,BAJFINANCE,BUY,2595.5
2019-01-31,RELIANCE,BUY,551.78837371
2019-02-01,HINDUNILVR,BUY,1799.3
2019-02-04,HDFCBANK,BUY,1052.44995
2019-02-06,RELIANCE,SELL,589.15431419
2019-02-07,RELIANCE,BUY,580.2287556
2019-02-11,TCS,BUY,2065.8999
2019-02-13,RELIANCE,SELL,560.24179948
2019-02-18,TCS,SELL,1970.3
2019-02-19,HINDUNILVR,SELL,1737.95
2019-02-21,ICICIBANK,BUY,351.29999
2019-02-22,ICICIBANK,SELL,352.04999
2019-02-25,ICICIBANK,BUY,355.60001
2019-02-26,TCS,BUY,2038.7
2019-02-26,ICICIBANK,SELL,348.20001
2019-02-28,BHARTIARTL,BUY,286.59236914
2019-03-01,HDFCBANK,SELL,1041.67505
2019-03-01,BHARTIARTL,SELL,277.22101013
2019-03-06,RELIANCE,BUY,568.71770776
2019-03-06,BAJFINANCE,SELL,2766.7
2019-03-07,HDFCBANK,BUY,1063.25
2019-03-07,INFY,SELL,722.95001
2019-03-07,BAJFINANCE,BUY,2734.8
2019-03-12,BHARTIARTL,BUY,317.00423131
2019-03-13,RELIANCE,SELL,605.81385805
2019-03-13,ICICIBANK,BUY,391.89999
2019-03-13,BHARTIARTL,SELL,304.34389474
2019-03-14,RELIANCE,BUY,603.22836878
2019-03-14,ITC,BUY,278.93334715
2019-03-14,BHARTIARTL,BUY,308.53396451
2019-03-18,HDFCBANK,SELL,1130.725
2019-03-18,BHARTIARTL,SELL,297.90109443
2019-03-18,BAJFINANCE,SELL,2929.55
2019-03-19,HDFCBANK,BUY,1133.875
2019-03-19,BHARTIARTL,BUY,303.44280252
2019-03-19,BAJFINANCE,BUY,2920.8999
2019-03-20,INFY,BUY,738.95001
2019-03-27,TCS,SELL,1967.9
2019-03-27,BHARTIARTL,SELL,290.6022385
2019-03-27,SBIN,BUY,308.79999
2019-03-28,BHARTIARTL,BUY,297.31538449
2019-04-01,TCS,BUY,2031.65
2019-04-02,BHARTIARTL,SELL,321.19432812
2019-04-02,SBIN,SELL,329.0
2019-04-03,BHARTIARTL,BUY,315.38227434
2019-04-03,SBIN,BUY,320.5
2019-04-05,BAJFINANCE,SELL,3114.2
2019-04-08,BAJFINANCE,BUY,3024.1001
2019-04-18,SBIN,SELL,310.79999
2019-04-22,TCS,SELL,2161.45
2019-04-23,TCS,BUY,2155.05
2019-04-23,INFY,SELL,728.20001
2019-04-30,INFY,BUY,751.34998
2019-05-03,INFY,SELL,723.59998
2019-05-08,RELIANCE,SELL,584.29809088
2019-05-08,BAJFINANCE,SELL,2921.3
2019-05-13,ICICIBANK,SELL,376.29999
2019-05-14,SBIN,BUY,314.64999
2019-05-16,INFY,BUY,733.09998
2019-05-16,BAJFINANCE,BUY,3110.05
2019-05-17,INFY,SELL,723.90002
2019-05-17,BAJFINANCE,SELL,3301.1001
2019-05-20,HDFCBANK,SELL,1216.17505
2019-05-20,ICICIBANK,BUY,407.70001
2019-05-20,SBIN,SELL,344.70001
2019-05-20,BAJFINANCE,BUY,3407.55
2019-05-21,RELIANCE,BUY,602.44148075
2019-05-21,HDFCBANK,BUY,1201.85
2019-05-21,SBIN,BUY,337.54999
2019-05-22,RELIANCE,SELL,602.71127093
2019-05-22,TCS,SELL,2081.75
2019-05-23,RELIANCE,BUY,599.78854394
2019-05-24,BHARTIARTL,SELL,346.6951255
2019-05-27,ICICIBANK,SELL,435.5
2019-05-27,ITC,SELL,274.54405011
2019-05-27,BHARTIARTL,BUY,343.06325858
2019-05-27,SBIN,SELL,361.70001
2019-05-28,ICICIBANK,BUY,434.29999
2019-05-28,SBIN,BUY,360.04999
2019-05-29,BHARTIARTL,SELL,332.56031066
2019-05-29,SBIN,SELL,348.64999
2019-05-30,TCS,BUY,2146.3
2019-05-30,BHARTIARTL,BUY,340.31483599
2019-05-30,SBIN,BUY,353.54999
2019-06-03,HINDUNILVR,BUY,1839.7
2019-06-04,ICICIBANK,SELL,419.10001
2019-06-06,ICICIBANK,BUY,411.54999
2019-06-06,SBIN,SELL,336.89999
2019-06-07,SBIN,BUY,342.04999
2019-06-17,RELIANCE,SELL,576.58658812
2019-06-20,TCS,SELL,2277.95
2019-06-20,INFY,BUY,754.90002
2019-06-21,TCS,BUY,2249.8501
2019-06-21,HINDUNILVR,SELL,1766.65
2019-06-26,ICICIBANK,SELL,438.64999
2019-06-26,BAJFINANCE,SELL,3627.95
2019-06-27,ICICIBANK,BUY,440.95001
2019-06-27,INFY,SELL,730.54999
2019-06-27,BAJFINANCE,BUY,3642.2
2019-07-02,SBIN,SELL,364.5
2019-07-03,SBIN,BUY,366.14999
2019-07-05,TCS,SELL,2163.1001
2019-07-08,ICICIBANK,SELL,425.89999
2019-07-08,BAJFINANCE,SELL,3413.3
2019-07-09,BAJFINANCE,BUY,3603.1001
2019-07-10,ICICIBANK,BUY,430.89999
2019-07-10,SBIN,SELL,354.20001
2019-07-10,BAJFINANCE,SELL,3429.05
2019-07-11,SBIN,BUY,363.20001
2019-07-15,INFY,BUY,779.34998
2019-07-19,ICICIBANK,SELL,410.29999
2019-07-22,HDFCBANK,SELL,1148.625
2019-07-22,SBIN,SELL,350.85001
2019-07-25,BHARTIARTL,SELL,332.75663708
2019-07-29,ICICIBANK,BUY,429.35001
2019-07-30,TCS,BUY,2179.1499
2019-07-31,TCS,SELL,2205.7
2019-08-02,ICICIBANK,SELL,410.60001
2019-08-05,BHARTIARTL,BUY,351.112249
2019-08-06,TCS,BUY,2214.8999
2019-08-08,BAJFINANCE,BUY,3334.7
2019-08-09,ICICIBANK,BUY,420.14999
2019-08-09,BAJFINANCE,SELL,3419.7
2019-08-13,ICICIBANK,SELL,410.25
2019-08-13,HINDUNILVR,BUY,1824.75
2019-08-14,ICICIBANK,BUY,417.29999
2019-08-16,ICICIBANK,SELL,418.95001
2019-08-19,ICICIBANK,BUY,423.39999
2019-08-20,ICICIBANK,SELL,416.89999
2019-08-27,ICICIBANK,BUY,418.60001
2019-08-28,ICICIBANK,SELL,412.95001
2019-08-28,BHARTIARTL,SELL,339.43139166
2019-09-05,INFY,SELL,834.04999
2019-09-06,INFY,BUY,840.15002
2019-09-09,BHARTIARTL,BUY,349.88527025
2019-09-12,TCS,SELL,2133.6001
2019-09-13,BHARTIARTL,SELL,336.73203841
2019-09-20,HINDUNILVR,SELL,1969.75
2019-09-20,INFY,SELL,805.0
2019-09-20,BHARTIARTL,BUY,349.83617147
2019-09-23,HINDUNILVR,BUY,2039.75
2019-09-23,BHARTIARTL,SELL,341.59088408
2019-09-23,BAJFINANCE,BUY,4023.75
2019-09-24,BHARTIARTL,BUY,342.22890321
2019-09-25,BHARTIARTL,SELL,335.35782221
2019-10-03,HINDUNILVR,SELL,1962.05
2019-10-04,HDFCBANK,BUY,1189.7
2019-10-04,HINDUNILVR,BUY,1944.2
2019-10-07,BAJFINANCE,SELL,3900.8999
2019-10-09,ICICIBANK,BUY,436.70001
2019-10-09,BAJFINANCE,BUY,4023.8999
2019-10-10,RELIANCE,BUY,612.76095528
2019-10-11,INFY,BUY,814.79999
2019-10-11,BHARTIARTL,BUY,375.84812097
2019-10-14,INFY,SELL,786.09998
2019-10-14,BAJFINANCE,SELL,3883.3
2019-10-15,HINDUNILVR,SELL,2064.3999
2019-10-15,BAJFINANCE,BUY,3879.45
2019-10-16,HINDUNILVR,BUY,2071.0
2019-10-18,BAJFINANCE,SELL,4137.6499
2019-10-22,BAJFINANCE,BUY,4034.1499
2019-10-23,BHARTIARTL,SELL,353.71344395
2019-10-24,BHARTIARTL,BUY,365.49243995
2019-10-25,ICICIBANK,SELL,469.54999
2019-10-29,RELIANCE,SELL,659.65948226
2019-10-29,ICICIBANK,BUY,477.39999
2019-10-29,BHARTIARTL,SELL,353.27171197
2019-10-30,RELIANCE,BUY,665.07776845
2019-10-30,BHARTIARTL,BUY,361.17347475
2019-10-31,ICICIBANK,SELL,463.04999
2019-11-01,ICICIBANK,BUY,462.25
2019-11-07,HDFCBANK,SELL,1263.7
2019-11-08,HDFCBANK,BUY,1255.6
2019-11-11,RELIANCE,SELL,642.01070773
2019-11-11,ICICIBANK,SELL,496.79999
2019-11-13,RELIANCE,BUY,662.02014637
2019-11-13,ICICIBANK,BUY,485.75
2019-11-15,BHARTIARTL,SELL,385.81118842
2019-11-18,BHARTIARTL,BUY,401.66377351
2019-11-19,BHARTIARTL,SELL,431.25850097
2019-11-20,BHARTIARTL,BUY,429.24623618
2019-11-21,SBIN,BUY,331.35001
2019-11-22,BHARTIARTL,SELL,412.90287923
2019-11-25,RELIANCE,SELL,702.15143623
2019-11-25,BHARTIARTL,BUY,443.08655649
2019-11-26,RELIANCE,BUY,701.56689083
2019-11-26,BHARTIARTL,SELL,424.38741996
2019-11-27,BHARTIARTL,BUY,425.36900296
2019-11-28,ICICIBANK,SELL,519.15002
2019-11-29,ICICIBANK,BUY,512.59998
2019-12-04,BHARTIARTL,SELL,452.90238649
2019-12-05,BHARTIARTL,BUY,439.11116497
2019-12-06,SBIN,SELL,320.0
2019-12-09,HINDUNILVR,SELL,2008.15
2019-12-13,BHARTIARTL,SELL,419.92119768
2019-12-13,SBIN,BUY,332.54999
2019-12-19,BHARTIARTL,BUY,441.17248927
2019-12-20,ICICIBANK,SELL,546.09998
2019-12-23,ICICIBANK,BUY,541.29999
2020-01-01,RELIANCE,SELL,678.7921028
2020-01-01,TCS,BUY,2167.6001
2020-01-06,SBIN,SELL,319.0
2020-01-07,ICICIBANK,SELL,522.90002
2020-01-09,ICICIBANK,BUY,546.29999
2020-01-10,RELIANCE,BUY,695.90129697
2020-01-10,SBIN,BUY,332.25
2020-01-17,BHARTIARTL,SELL,490.84056945
2020-01-17,SBIN,SELL,318.0
2020-01-20,BHARTIARTL,BUY,499.33128203
2020-01-22,ICICIBANK,SELL,522.84998
2020-01-22,INFY,BUY,770.20001
2020-01-23,HDFCBANK,SELL,1244.85
2020-01-27,ICICIBANK,BUY,537.25
2020-01-28,RELIANCE,SELL,661.7728387
2020-01-28,BHARTIARTL,SELL,482.20264886
2020-01-29,HINDUNILVR,BUY,2074.2
2020-01-29,BHARTIARTL,BUY,481.22106586
2020-01-29,BAJFINANCE,SELL,4419.0
2020-01-30,BAJFINANCE,BUY,4364.2998
2020-01-31,TCS,SELL,2079.05
2020-02-01,ICICIBANK,SELL,504.60001
2020-02-05,ICICIBANK,BUY,539.09998
2020-02-05,BHARTIARTL,SELL,523.52727354
2020-02-06,BHARTIARTL,BUY,536.72957471
2020-02-06,SBIN,BUY,321.95001
2020-02-06,BAJFINANCE,SELL,4666.3501
2020-02-07,SBIN,SELL,320.54999
2020-02-07,BAJFINANCE,BUY,4654.2998
2020-02-10,SBIN,BUY,318.5
2020-02-11,SBIN,SELL,324.35001
2020-02-12,TCS,BUY,2170.75
2020-02-12,HINDUNILVR,SELL,2260.3501
2020-02-12,SBIN,BUY,320.20001
2020-02-13,TCS,SELL,2191.95
2020-02-13,HINDUNILVR,BUY,2283.3999
2020-02-14,TCS,BUY,2184.2
2020-02-17,SBIN,SELL,314.20001
2020-02-18,SBIN,BUY,317.54999
2020-02-19,SBIN,SELL,320.35001
2020-02-20,SBIN,BUY,327.64999
2020-02-24,TCS,SELL,2115.3501
2020-02-24,BHARTIARTL,SELL,520.14085145
2020-02-25,TCS,BUY,2156.1499
2020-02-25,BHARTIARTL,BUY,525.39230087
2020-02-26,TCS,SELL,2123.6001
2020-02-27,ICICIBANK,SELL,515.34998
2020-02-28,HINDUNILVR,SELL,2174.75
2020-02-28,INFY,SELL,731.70001
2020-02-28,SBIN,SELL,303.0
2020-02-28,BAJFINANCE,SELL,4465.8501
2020-03-02,BHARTIARTL,SELL,508.80352854
2020-03-05,HINDUNILVR,BUY,2218.0
2020-03-09,HINDUNILVR,SELL,2121.5
2020-03-25,HINDUNILVR,BUY,2088.1499
2020-03-26,HINDUNILVR,SELL,2194.8999
2020-03-27,HINDUNILVR,BUY,2140.55
2020-03-30,HINDUNILVR,SELL,2184.3501
2020-03-31,HINDUNILVR,BUY,2298.5
2020-04-01,HINDUNILVR,SELL,2179.6499
2020-04-03,HINDUNILVR,BUY,2154.1001
2020-04-07,HINDUNILVR,SELL,2444.8999
2020-04-08,HINDUNILVR,BUY,2460.8501
2020-04-09,HINDUNILVR,SELL,2372.25
2020-04-13,HINDUNILVR,BUY,2346.45
2020-04-15,HINDUNILVR,SELL,2487.55
2020-04-16,HINDUNILVR,BUY,2436.1001
2020-04-20,HINDUNILVR,SELL,2336.55
2020-04-21,HINDUNILVR,BUY,2317.3999
2020-04-29,HINDUNILVR,SELL,2231.75
2020-05-04,BHARTIARTL,BUY,522.69294762
2020-05-12,RELIANCE,BUY,665.145216
2020-05-19,RELIANCE,SELL,639.54127257
2020-05-19,BHARTIARTL,SELL,587.77189072
2020-05-20,BHARTIARTL,BUY,583.10937147
2020-05-26,BHARTIARTL,SELL,548.95029288
2020-05-27,BHARTIARTL,BUY,552.7293678
2020-05-28,RELIANCE,BUY,668.29770639
2020-06-04,RELIANCE,SELL,717.11782412
2020-06-05,RELIANCE,BUY,717.98029017
2020-06-08,TCS,BUY,2071.75
2020-06-16,BHARTIARTL,SELL,534.86459646
2020-06-17,INFY,BUY,703.65002
2020-06-19,RELIANCE,SELL,798.64356232
2020-06-19,BHARTIARTL,BUY,561.95626763
2020-06-22,RELIANCE,BUY,792.62899644
2020-06-25,ITC,BUY,190.76965228
2020-06-26,INFY,SELL,748.20001
2020-06-26,ITC,SELL,184.25647839
2020-06-29,HDFCBANK,BUY,1076.05
2020-06-29,INFY,BUY,731.75
2020-06-29,ITC,BUY,186.19154899
2020-07-03,TCS,SELL,2199.6499
2020-07-06,RELIANCE,SELL,840.58664812
2020-07-06,TCS,BUY,2263.2
2020-07-07,RELIANCE,BUY,827.7177468
2020-07-07,INFY,SELL,794.15002
2020-07-08,INFY,BUY,774.70001
2020-07-10,BAJFINANCE,BUY,3314.1499
2020-07-13,RELIANCE,SELL,878.35358252
2020-07-13,HINDUNILVR,BUY,2265.25
2020-07-14,RELIANCE,BUY,870.18285152
2020-07-14,TCS,SELL,2171.95
2020-07-14,BAJFINANCE,SELL,3190.95
2020-07-15,RELIANCE,SELL,837.04599802
2020-07-15,TCS,BUY,2233.8999
2020-07-15,INFY,SELL,830.95001
2020-07-15,BAJFINANCE,BUY,3149.25
2020-07-16,RELIANCE,BUY,836.77364032
2020-07-16,INFY,BUY,911.0
2020-07-20,BAJFINANCE,SELL,3441.5
2020-07-21,RELIANCE,SELL,894.94470575
2020-07-21,BAJFINANCE,BUY,3292.45
2020-07-22,RELIANCE,BUY,909.67471802
2020-07-23,ICICIBANK,BUY,392.25
2020-07-24,RELIANCE,SELL,974.20075106
2020-07-24,TCS,SELL,2157.3999
2020-07-27,RELIANCE,BUY,978.76278792
2020-07-27,TCS,BUY,2206.8
2020-07-27,ICICIBANK,SELL,358.5
2020-07-27,BAJFINANCE,SELL,3171.1499
2020-07-28,BAJFINANCE,BUY,3239.6001
2020-07-29,SBIN,BUY,191.2
2020-07-30,HINDUNILVR,SELL,2195.6001
2020-07-30,BHARTIARTL,SELL,542.52093404
2020-07-31,RELIANCE,SELL,938.31771487
2020-07-31,HDFCBANK,SELL,1032.8
2020-07-31,INFY,SELL,966.0
2020-08-03,RELIANCE,BUY,911.94436552
2020-08-03,INFY,BUY,956.90002
2020-08-04,RELIANCE,SELL,976.22082812
2020-08-05,RELIANCE,BUY,965.2583853
2020-08-06,ICICIBANK,BUY,358.75
2020-08-07,ICICIBANK,SELL,357.95001
2020-08-07,BAJFINANCE,SELL,3464.3
2020-08-10,ICICIBANK,BUY,363.54999
